Pokemon:,HP,Attack,Defense,Special Attack,Special Defense,Speed,Type 1,Type 2,Overland,Sky,Swim,Levitate,Burrow,H Jump,L Jump,Power,Naturewalk,Capability 1,Capability 2,Capability 3,Capability 4,Capability 5,Capability 6,Capability 7,Capability 8,Capability 9,Size,Weight,EggGroup1,EggGroup2,Type1,Type2
Farfetchd Galarian,5,10,6,6,6,6,,,6,2,2,0,0,2,2,5,-,Underdog,Wielder,-,-,-,-,-,-,-,Small,3,Flying,Field,Fighting,
Farfetch'd Galarian,5,10,6,6,6,6,,,6,2,2,0,0,2,2,5,-,Underdog,Wielder,-,-,-,-,-,-,-,Small,3,Flying,Field,Fighting,
Sirfetchd,6,14,10,7,8,7,,,8,2,3,0,0,3,3,7,-,Wielder,-,-,-,-,-,-,-,-,Small,5,Flying,Field,Fighting,
Sirfetch'd,6,14,10,7,8,7,,,8,2,3,0,0,3,3,7,-,Wielder,-,-,-,-,-,-,-,-,Small,5,Flying,Field,Fighting,
Weezing Galarian,7,9,12,9,7,6,,,2,0,1,4,0,1,1,4,-,Volatile Bomb,-,-,-,-,-,-,-,-,Huge,2,Indeterminate,-,Poison,Fairy
Mr Mime Galarian,5,7,7,9,9,10,,,6,0,3,0,0,1,1,5,Tundra,Chilled,Freezer,Telekinetic,Telepath,-,-,-,-,-,Medium,4,Humanshape,-,Ice,Psychic
Mr. Mime Galarian,5,7,7,9,9,10,,,6,0,3,0,0,1,1,5,Tundra,Chilled,Freezer,Telekinetic,Telepath,-,-,-,-,-,Medium,4,Humanshape,-,Ice,Psychic
Mr Rime,8,9,8,11,10,7,,,8,0,4,0,0,2,2,6,Tundra,Chilled,Freezer,Telekinetic,Telepath,-,-,-,-,-,Medium,4,Humanshape,-,Ice,Psychic
Mr. Rime,8,9,8,11,10,7,,,8,0,4,0,0,2,2,6,Tundra,Chilled,Freezer,Telekinetic,Telepath,-,-,-,-,-,Medium,4,Humanshape,-,Ice,Psychic
Corsola Galarian,6,6,10,7,10,3,,,3,0,4,4,0,1,1,1,Ocean,Darkvision,Dead Silent,Gilled,Invisibility,Phasing,Underdog,-,-,-,Small,1,Water 1,Water 3,Ghost,
Cursola,6,10,5,14,13,3,,,3,0,6,6,0,1,1,1,Ocean,Darkvision,Dead Silent,Gilled,Invisibility,Phasing,-,-,-,-,Medium,1,Water 1,Water 3,Ghost,
Zigzagoon Galarian,4,3,4,3,4,6,,Normal,5,0,3,0,0,2,3,1,"Forest, Grassland",Darkvision,Underdog,-,-,-,-,-,-,-,Small,2,Field,-,Dark,Normal
Linoone Galarian,8,7,6,5,6,10,,Normal,7,0,4,0,0,2,3,3,"Forest, Grassland",Darkvision,Tracker,Underdog,-,-,-,-,-,-,Small,3,Field,-,Dark,Normal
Obstagoon,9,9,10,6,8,10,,Normal,9,0,5,0,0,2,4,6,"Forest, Grassland",Darkvision,Tracker,-,-,-,-,-,-,-,Medium,3,Field,-,Dark,Normal
Darumaka Galarian,7,9,5,2,5,5,,,4,0,2,0,0,1,1,4,Tundra,Chilled,Freezer,Underdog,-,-,-,-,-,-,Small,3,Field,-,Ice,
Darmanitan Galarian,11,14,6,3,6,10,,,7,0,3,0,0,1,2,8,"Mountain, Tundra",Chilled,Forme Change,Freezer,-,-,-,-,-,-,Medium,5,Field,-,Ice,
Darmanitan Standard Galarian,11,14,6,3,6,10,,,7,0,3,0,0,1,2,8,"Mountain, Tundra",Chilled,Forme Change,Freezer,-,-,-,-,-,-,Medium,5,Field,-,Ice,
Darmanitan (Standard) Galarian,11,14,6,3,6,10,,,7,0,3,0,0,1,2,8,"Mountain, Tundra",Chilled,Forme Change,Freezer,-,-,-,-,-,-,Medium,5,Field,-,Ice,
Darmanitan-Standard Galarian,11,14,6,3,6,10,,,7,0,3,0,0,1,2,8,"Mountain, Tundra",Chilled,Forme Change,Freezer,-,-,-,-,-,-,Medium,5,Field,-,Ice,
Darmanitan S Galarian,11,14,6,3,6,10,,,7,0,3,0,0,1,2,8,"Mountain, Tundra",Chilled,Forme Change,Freezer,-,-,-,-,-,-,Medium,5,Field,-,Ice,
Darmanitan (S) Galarian,11,14,6,3,6,10,,,7,0,3,0,0,1,2,8,"Mountain, Tundra",Chilled,Forme Change,Freezer,-,-,-,-,-,-,Medium,5,Field,-,Ice,
Darmanitan-S Galarian,11,14,6,3,6,10,,,7,0,3,0,0,1,2,8,"Mountain, Tundra",Chilled,Forme Change,Freezer,-,-,-,-,-,-,Medium,5,Field,-,Ice,
Darmanitan Z Galarian,11,16,6,3,6,14,,Fire,9,0,3,0,0,1,2,8,"Mountain, Tundra",Chilled,Firestarter,Forme Change,Freezer,-,-,-,-,-,Medium,5,Field,-,Ice,Fire
Darmanitan (Z) Galarian,11,16,6,3,6,14,,Fire,9,0,3,0,0,1,2,8,"Mountain, Tundra",Chilled,Firestarter,Forme Change,Freezer,-,-,-,-,-,Medium,5,Field,-,Ice,Fire
Darmanitan-Z Galarian,11,16,6,3,6,14,,Fire,9,0,3,0,0,1,2,8,"Mountain, Tundra",Chilled,Firestarter,Forme Change,Freezer,-,-,-,-,-,Medium,5,Field,-,Ice,Fire
Darmanitan Zen Galarian,11,16,6,3,6,14,,Fire,9,0,3,0,0,1,2,8,"Mountain, Tundra",Chilled,Firestarter,Forme Change,Freezer,-,-,-,-,-,Medium,5,Field,-,Ice,Fire
Darmanitan (Zen) Galarian,11,16,6,3,6,14,,Fire,9,0,3,0,0,1,2,8,"Mountain, Tundra",Chilled,Firestarter,Forme Change,Freezer,-,-,-,-,-,Medium,5,Field,-,Ice,Fire
Darmanitan-Zen Galarian,11,16,6,3,6,14,,Fire,9,0,3,0,0,1,2,8,"Mountain, Tundra",Chilled,Firestarter,Forme Change,Freezer,-,-,-,-,-,Medium,5,Field,-,Ice,Fire
Yamask Galarian,4,6,9,3,7,3,,,5,0,2,5,0,2,2,2,-,Darkvision,Dead Silent,Phasing,Invisibility,Underdog,-,-,-,-,Small,1,Mineral,Indeterminate,Ground,Ghost
Runerigus,6,10,15,5,11,3,,,3,0,2,5,0,1,1,7,-,Darkvision,Dead Silent,Phasing,Invisibility,-,-,-,-,-,Medium,4,Mineral,Indeterminate,Ground,Ghost
Stunfisk Galarian,11,8,10,7,8,3,,,4,0,3,0,3,1,1,5,-,Tremorsense,-,-,-,-,-,-,-,-,Small,2,Water 1,Indeterminate,Ground,Steel
Zacian,9,13,12,8,12,14,,,10,0,5,0,0,3,3,8,-,Aura Reader,Forme Change,Invisibility,Mountable 2,Phasing,Weapon Bond,-,-,-,Huge,5,None,-,Fairy,
Zacian-H,9,13,12,8,12,14,,,10,0,5,0,0,3,3,8,-,Aura Reader,Forme Change,Invisibility,Mountable 2,Phasing,Weapon Bond,-,-,-,Huge,5,None,-,Fairy,
Zacian-Hero,9,13,12,8,12,14,,,10,0,5,0,0,3,3,8,-,Aura Reader,Forme Change,Invisibility,Mountable 2,Phasing,Weapon Bond,-,-,-,Huge,5,None,-,Fairy,
Zacian H,9,13,12,8,12,14,,,10,0,5,0,0,3,3,8,-,Aura Reader,Forme Change,Invisibility,Mountable 2,Phasing,Weapon Bond,-,-,-,Huge,5,None,-,Fairy,
Zacian Hero,9,13,12,8,12,14,,,10,0,5,0,0,3,3,8,-,Aura Reader,Forme Change,Invisibility,Mountable 2,Phasing,Weapon Bond,-,-,-,Huge,5,None,-,Fairy,
Zacian (H),9,13,12,8,12,14,,,10,0,5,0,0,3,3,8,-,Aura Reader,Forme Change,Invisibility,Mountable 2,Phasing,Weapon Bond,-,-,-,Huge,5,None,-,Fairy,
Zacian (Hero),9,13,12,8,12,14,,,10,0,5,0,0,3,3,8,-,Aura Reader,Forme Change,Invisibility,Mountable 2,Phasing,Weapon Bond,-,-,-,Huge,5,None,-,Fairy,
Zacian C,9,17,12,8,12,15,,,10,0,5,0,0,3,3,10,-,Aura Pulse,Aura Reader,Forme Change,Mountable 2,Weapon Bond,-,-,-,-,Huge,5,None,-,Fairy,Steel
Zacian Crowned,9,17,12,8,12,15,,,10,0,5,0,0,3,3,10,-,Aura Pulse,Aura Reader,Forme Change,Mountable 2,Weapon Bond,-,-,-,-,Huge,5,None,-,Fairy,Steel
Zacian-C,9,17,12,8,12,15,,,10,0,5,0,0,3,3,10,-,Aura Pulse,Aura Reader,Forme Change,Mountable 2,Weapon Bond,-,-,-,-,Huge,5,None,-,Fairy,Steel
Zacian-Crowned,9,17,12,8,12,15,,,10,0,5,0,0,3,3,10,-,Aura Pulse,Aura Reader,Forme Change,Mountable 2,Weapon Bond,-,-,-,-,Huge,5,None,-,Fairy,Steel
Zacian (C),9,17,12,8,12,15,,,10,0,5,0,0,3,3,10,-,Aura Pulse,Aura Reader,Forme Change,Mountable 2,Weapon Bond,-,-,-,-,Huge,5,None,-,Fairy,Steel
Zacian (Crowned),9,17,12,8,12,15,,,10,0,5,0,0,3,3,10,-,Aura Pulse,Aura Reader,Forme Change,Mountable 2,Weapon Bond,-,-,-,-,Huge,5,None,-,Fairy,Steel
Zamazenta,9,13,12,8,12,14,,,9,0,5,0,0,3,3,9,-,Aura Reader,Forme Change,Invisibility,Mountable 2,Phasing,Weapon Bond,-,-,-,Huge,6,None,-,Fighting,
Zamazenta-H,9,13,12,8,12,14,,,9,0,5,0,0,3,3,9,-,Aura Reader,Forme Change,Invisibility,Mountable 2,Phasing,Weapon Bond,-,-,-,Huge,6,None,-,Fighting,
Zamazenta-Hero,9,13,12,8,12,14,,,9,0,5,0,0,3,3,9,-,Aura Reader,Forme Change,Invisibility,Mountable 2,Phasing,Weapon Bond,-,-,-,Huge,6,None,-,Fighting,
Zamazenta H,9,13,12,8,12,14,,,9,0,5,0,0,3,3,9,-,Aura Reader,Forme Change,Invisibility,Mountable 2,Phasing,Weapon Bond,-,-,-,Huge,6,None,-,Fighting,
Zamazenta Hero,9,13,12,8,12,14,,,9,0,5,0,0,3,3,9,-,Aura Reader,Forme Change,Invisibility,Mountable 2,Phasing,Weapon Bond,-,-,-,Huge,6,None,-,Fighting,
Zamazenta (H),9,13,12,8,12,14,,,9,0,5,0,0,3,3,9,-,Aura Reader,Forme Change,Invisibility,Mountable 2,Phasing,Weapon Bond,-,-,-,Huge,6,None,-,Fighting,
Zamazenta (Hero),9,13,12,8,12,14,,,9,0,5,0,0,3,3,9,-,Aura Reader,Forme Change,Invisibility,Mountable 2,Phasing,Weapon Bond,-,-,-,Huge,6,None,-,Fighting,
Zamazenta C,9,13,15,8,15,14,,,9,0,5,0,0,3,3,11,-,Aura Pulse,Aura Reader,Forme Change,Mountable 2,Weapon Bond,-,-,-,-,Huge,6,None,-,Fighting,Steel
Zamazenta Crowned,9,13,15,8,15,14,,,9,0,5,0,0,3,3,11,-,Aura Pulse,Aura Reader,Forme Change,Mountable 2,Weapon Bond,-,-,-,-,Huge,6,None,-,Fighting,Steel
Zamazenta-C,9,13,15,8,15,14,,,9,0,5,0,0,3,3,11,-,Aura Pulse,Aura Reader,Forme Change,Mountable 2,Weapon Bond,-,-,-,-,Huge,6,None,-,Fighting,Steel
Zamazenta-Crowned,9,13,15,8,15,14,,,9,0,5,0,0,3,3,11,-,Aura Pulse,Aura Reader,Forme Change,Mountable 2,Weapon Bond,-,-,-,-,Huge,6,None,-,Fighting,Steel
Zamazenta (C),9,13,15,8,15,14,,,9,0,5,0,0,3,3,11,-,Aura Pulse,Aura Reader,Forme Change,Mountable 2,Weapon Bond,-,-,-,-,Huge,6,None,-,Fighting,Steel
Zamazenta (Crowned),9,13,15,8,15,14,,,9,0,5,0,0,3,3,11,-,Aura Pulse,Aura Reader,Forme Change,Mountable 2,Weapon Bond,-,-,-,-,Huge,6,None,-,Fighting,Steel
Eternatus,14,9,10,15,10,13,,,6,12,8,0,0,4,4,15,-,Aura Reader,Dead Silent,Glow,Mountable 10,Reach,Telepath,-,-,-,Gigantic,6,None,-,Poison,Dragon
Meltan,5,7,7,6,4,3,,,4,0,1,0,2,1,1,2,-,Amorphous,Dead Silent,Magnetic,Sticky Hold,Underdog,Wallclimber,Zapper,-,-,Small,1,None,-,Steel,
Melmetal,14,14,14,8,7,3,,,8,0,3,0,4,2,2,11,-,Amorphous,Dead Silent,Magnetic,Materializer,Stiicky Hold,Wallclimber,Zapper,-,-,Large,6,None,-,Steel,
Slowpoke Galarian,9,7,7,4,4,2,,,3,0,2,0,0,1,1,2,Wetlands,Telekinetic,Underdog,-,-,-,-,-,-,-,Medium,3,Monster,Water 1,Psychic,
Slowbro Galarian,10,10,10,10,7,3,,,3,0,4,0,0,1,1,7,Wetlands,Fountain,Telekinetic,-,-,-,-,-,-,-,Medium,4,Monster,Water 1,Poison,Psychic
Slowking Galarian,10,7,8,11,11,3,,,4,0,3,0,0,1,1,5,Wetlands,Telekinetic,Telepath,-,-,-,-,-,-,-,Medium,4,Monster,Water 1,Poison,Psychic
Kubfu,6,9,6,5,5,7,,,6,0,4,0,0,2,2,6,Mountain,Underdog,-,-,-,-,-,-,-,-,Small,2,None,-,Fighting,
Urshifu Single,10,13,10,6,6,10,,,8,0,6,0,0,3,3,8,Mountain,Darkvision,-,-,-,-,-,-,-,-,Large,5,None,-,Fighting,Dark
Urshifu S,10,13,10,6,6,10,,,8,0,6,0,0,3,3,8,Mountain,Darkvision,-,-,-,-,-,-,-,-,Large,5,None,-,Fighting,Dark
Urshifu-Single,10,13,10,6,6,10,,,8,0,6,0,0,3,3,8,Mountain,Darkvision,-,-,-,-,-,-,-,-,Large,5,None,-,Fighting,Dark
Urshifu-S,10,13,10,6,6,10,,,8,0,6,0,0,3,3,8,Mountain,Darkvision,-,-,-,-,-,-,-,-,Large,5,None,-,Fighting,Dark
Urshifu (Single),10,13,10,6,6,10,,,8,0,6,0,0,3,3,8,Mountain,Darkvision,-,-,-,-,-,-,-,-,Large,5,None,-,Fighting,Dark
Urshifu (S),10,13,10,6,6,10,,,8,0,6,0,0,3,3,8,Mountain,Darkvision,-,-,-,-,-,-,-,-,Large,5,None,-,Fighting,Dark
Urshifu Rapid,10,13,10,6,6,10,,,7,0,7,0,0,3,3,8,Mountain,Fountain,-,-,-,-,-,-,-,-,Large,5,None,-,Fighting,Water
Urshifu R,10,13,10,6,6,10,,,7,0,7,0,0,3,3,8,Mountain,Fountain,-,-,-,-,-,-,-,-,Large,5,None,-,Fighting,Water
Urshifu-Rapid,10,13,10,6,6,10,,,7,0,7,0,0,3,3,8,Mountain,Fountain,-,-,-,-,-,-,-,-,Large,5,None,-,Fighting,Water
Urshifu-R,10,13,10,6,6,10,,,7,0,7,0,0,3,3,8,Mountain,Fountain,-,-,-,-,-,-,-,-,Large,5,None,-,Fighting,Water
Urshifu (Rapid),10,13,10,6,6,10,,,7,0,7,0,0,3,3,8,Mountain,Fountain,-,-,-,-,-,-,-,-,Large,5,None,-,Fighting,Water
Urshifu (R),10,13,10,6,6,10,,,7,0,7,0,0,3,3,8,Mountain,Fountain,-,-,-,-,-,-,-,-,Large,5,None,-,Fighting,Water
Zarude,11,12,11,7,10,11,,Grass,8,0,5,0,0,3,4,6,Forest,Darkvision,Gardener,Reach,Stealth,Threaded,-,-,-,-,Medium,4,None,-,Dark,Grass
Articuno Galarian,9,9,9,13,10,10,,,5,10,5,0,0,2,3,7,-,Glow,Guster,Mountable 1,Telekinetic,-,-,-,-,-,Large,4,None,-,Psychic,Flying
Zapdos Galarian,9,13,9,9,9,10,,,10,5,5,0,0,4,5,9,Mountain,Glow,Guster,Mountable 1,-,-,-,-,-,-,Large,4,None,-,Fighting,Flying
Moltres Galarian,9,9,9,10,13,9,,,5,10,5,0,0,2,3,7,-,Chilled,Darkvision,Glow,Guster,Mountable 1,Stealth,-,-,-,Large,4,None,-,Dark,Flying
Regieleki,8,10,5,10,5,20,,,5,1,3,0,0,1,1,11,Urban,Glow,Zapper,-,-,-,-,-,-,-,Medium,5,None,-,Electric,
Regidrago,20,10,5,10,5,8,,,5,1,3,0,0,1,1,11,"Cave, Mountain",-,-,-,-,-,-,-,-,-,Large,6,None,-,Dragon,
Glastrier,10,15,13,7,11,3,,,9,0,8,0,0,2,4,14,"Ocean, Taiga, Tundra",Chilled,Freezer,Mountable 2,-,-,-,-,-,-,Large,6,None,-,Ice,
Spectrier,10,7,6,15,8,13,,,9,0,4,8,0,2,4,10,-,Blindsense,Dead Silent,Invisibility,Mountable 2,Phasing,-,-,-,-,Large,3,None,-,Ghost,
Calyrex,10,8,8,8,8,8,,,6,0,5,0,0,2,2,6,Forest,As One,Premonition,Sprouter,Telekinetic,Telepath,-,-,-,-,Medium,1,None,-,Psychic,Grass
Calyrex Ice,10,17,15,9,13,5,,,9,0,8,0,0,2,4,6,"Ocean, Taiga, Tundra",As One,Premonition,Sprouter,Telekinetic,Telepath,-,-,-,-,Large,6,None,-,Psychic,Ice
Calyrex I,10,17,15,9,13,5,,,9,0,8,0,0,2,4,6,"Ocean, Taiga, Tundra",As One,Premonition,Sprouter,Telekinetic,Telepath,-,-,-,-,Large,6,None,-,Psychic,Ice
Calyrex-Ice,10,17,15,9,13,5,,,9,0,8,0,0,2,4,6,"Ocean, Taiga, Tundra",As One,Premonition,Sprouter,Telekinetic,Telepath,-,-,-,-,Large,6,None,-,Psychic,Ice
Calyrex-I,10,17,15,9,13,5,,,9,0,8,0,0,2,4,6,"Ocean, Taiga, Tundra",As One,Premonition,Sprouter,Telekinetic,Telepath,-,-,-,-,Large,6,None,-,Psychic,Ice
Calyrex (Ice),10,17,15,9,13,5,,,9,0,8,0,0,2,4,6,"Ocean, Taiga, Tundra",As One,Premonition,Sprouter,Telekinetic,Telepath,-,-,-,-,Large,6,None,-,Psychic,Ice
Calyrex (I),10,17,15,9,13,5,,,9,0,8,0,0,2,4,6,"Ocean, Taiga, Tundra",As One,Premonition,Sprouter,Telekinetic,Telepath,-,-,-,-,Large,6,None,-,Psychic,Ice
Calyrex Shadow,10,9,8,17,10,5,,,9,0,4,8,0,2,4,6,-,As One,Premonition,Sprouter,Telekinetic,Telepath,-,-,-,-,Large,4,None,-,Psychic,Ghost
Calyrex S,10,9,8,17,10,5,,,9,0,4,8,0,2,4,6,-,As One,Premonition,Sprouter,Telekinetic,Telepath,-,-,-,-,Large,4,None,-,Psychic,Ghost
Calyrex-Shadow,10,9,8,17,10,5,,,9,0,4,8,0,2,4,6,-,As One,Premonition,Sprouter,Telekinetic,Telepath,-,-,-,-,Large,4,None,-,Psychic,Ghost
Calyrex-S,10,9,8,17,10,5,,,9,0,4,8,0,2,4,6,-,As One,Premonition,Sprouter,Telekinetic,Telepath,-,-,-,-,Large,4,None,-,Psychic,Ghost
Calyrex (Shadow),10,9,8,17,10,5,,,9,0,4,8,0,2,4,6,-,As One,Premonition,Sprouter,Telekinetic,Telepath,-,-,-,-,Large,4,None,-,Psychic,Ghost
Calyrex (S),10,9,8,17,10,5,,,9,0,4,8,0,2,4,6,-,As One,Premonition,Sprouter,Telekinetic,Telepath,-,-,-,-,Large,4,None,-,Psychic,Ghost
Decidueye Hisuian,9,11,8,10,10,6,,,6,8,3,0,0,3,3,5,-,Darkvision,Stealth,-,-,-,-,-,-,-,Medium,3,Flying,-,Grass,Fighting
Typhlosion Hisuian,7,8,8,12,9,10,,,9,0,5,0,0,2,2,6,Wetlands,Darkvision,Dead Silent,Firestarter,Glow,-,-,-,-,-,Medium,4,Field,-,Fire,Ghost
Samurott Hisuian,10,10,9,11,7,7,,,5,0,8,0,0,2,3,7,Ocean,Darkvision,Fountain,Stealth,Wielder,-,-,-,-,-,Medium,4,Field,-,Water,Dark
Growlithe Hisuian,6,8,5,7,5,6,,,5,0,2,0,0,1,2,3,"Grassland, Mountain",Tracker,Underdog,-,-,-,-,-,-,-,Small,2,Field,-,Fire,Rock
Arcanine Hisuian,10,12,8,10,8,9,,,8,0,4,0,0,2,3,8,"Grassland, Mountain",Firestarter,Mountable 1,Tracker,-,-,-,-,-,-,Large,5,Field,-,Fire,Rock
Voltorb Hisuian,4,3,5,6,6,10,,,6,0,3,0,0,1,1,2,-,Shrinkable,Underdog,Volatile Bomb,Zapper,-,-,-,-,-,Small,2,Mineral,-,Electric,Grass
Electrode Hisuian,6,5,7,8,8,15,,,8,0,3,0,0,1,1,4,-,Shrinkable,Volatile Bomb,Zapper,-,-,-,-,-,-,Medium,4,Mineral,-,Electric,Grass
Qwilfish Hisuian,7,10,9,6,6,9,,,2,0,7,0,0,1,1,2,Ocean,Darkvision,Gilled,Inflatable,-,-,-,-,-,-,Small,1,Water 2,-,Dark,Poison
Overqwil,9,12,10,7,7,9,,,2,0,8,0,0,2,2,4,Ocean,Darkvision,Gilled,Inflatable,Mountable 10,-,-,-,-,-,Large,4,Water 2,-,Dark,Poison
Sneasel Hisuian,6,10,6,4,8,12,,,7,0,3,0,0,3,3,2,"Mountain, Tundra",Wallclimber,-,-,-,-,-,-,-,-,Small,3,Field,-,Fighting,Poison
Sneasler,8,13,6,4,8,12,,,8,0,4,0,0,3,3,3,"Mountain, Tundra",Wallclimber,-,-,-,-,-,-,-,-,Medium,3,Field,-,Fighting,Poison
Lilligant Hisuian,7,11,8,5,8,11,,,5,0,2,0,0,2,2,6,"Mountain, Tundra",Herb Growth,-,-,-,-,-,-,-,-,Medium,2,Plant,-,Grass,Fighting
Zorua Hisuian,4,6,4,9,4,7,,,5,0,2,0,0,1,1,1,Tundra,Chilled,Darkvision,Dead Silent,Freezer,Stealth,Underdog,-,-,-,Small,2,Field,-,Normal,Ghost
Zoroark Hisuian,6,10,6,13,6,11,,,7,0,4,0,0,2,2,4,Tundra,Chilled,Darkvision,Dead Silent,Freezer,Stealth,-,-,-,-,Medium,4,Field,-,Normal,Ghost
Braviary Hisuian,11,8,7,11,7,7,,,4,8,2,0,0,3,3,6,-,Telekinetic,-,-,-,-,-,-,-,-,Medium,3,Flying,-,Psychic,Flying
Sliggoo Hisuian,6,8,8,8,11,4,,,5,0,3,0,0,0,1,2,-,Amorphous,Blindsense,Sticky Hold,Underdog,Wallclimber,-,-,-,-,Small,4,Dragon,-,Steel,Dragon
Goodra Hisuian,8,10,10,11,5,15,,,7,0,4,0,0,2,2,8,-,Amorphous,Sticky Hold,-,-,-,-,-,-,-,Medium,6,Dragon,-,Steel,Dragon
Avalugg Hisuian,10,13,18,3,4,4,,,7,0,3,0,0,0,1,8,Tundra,Chilled,Freezer,Mountable 2,-,-,-,-,-,-,Large,6,Monster,-,Ice,Rock
Wyrdeer,10,10,7,10,8,7,,,8,0,3,0,0,2,2,5,-,Mountable 1,Telekinetic,Tracker,-,-,-,-,-,-,Medium,4,Field,-,Normal,Psychic
Kleavor,7,14,10,5,7,9,,,7,6,4,0,0,2,3,8,"Forest, Grassland",-,-,-,-,-,-,-,-,-,Medium,4,Bug,-,Bug,Rock
Ursaluna,13,14,11,5,8,5,,,7,0,4,0,0,2,2,8,Wetlands,Groundshaper,Mountable 1,Tracker,-,-,-,-,-,-,Large,6,Field,-,Ground,Normal
Basculegion M,12,11,7,8,8,8,,,1,0,8,0,0,3,3,5,Ocean,Darkvision,Dead Silent,Fountain,Gilled,Mountable 2,-,-,-,-,Huge,5,Water 2,-,Water,Ghost
Basculegion (M),12,11,7,8,8,8,,,1,0,8,0,0,3,3,5,Ocean,Darkvision,Dead Silent,Fountain,Gilled,Mountable 2,-,-,-,-,Huge,5,Water 2,-,Water,Ghost
Basculegion-M,12,11,7,8,8,8,,,1,0,8,0,0,3,3,5,Ocean,Darkvision,Dead Silent,Fountain,Gilled,Mountable 2,-,-,-,-,Huge,5,Water 2,-,Water,Ghost
Basculegion Male,12,11,7,8,8,8,,,1,0,8,0,0,3,3,5,Ocean,Darkvision,Dead Silent,Fountain,Gilled,Mountable 2,-,-,-,-,Huge,5,Water 2,-,Water,Ghost
Basculegion (Male),12,11,7,8,8,8,,,1,0,8,0,0,3,3,5,Ocean,Darkvision,Dead Silent,Fountain,Gilled,Mountable 2,-,-,-,-,Huge,5,Water 2,-,Water,Ghost
Basculegion-Male,12,11,7,8,8,8,,,1,0,8,0,0,3,3,5,Ocean,Darkvision,Dead Silent,Fountain,Gilled,Mountable 2,-,-,-,-,Huge,5,Water 2,-,Water,Ghost
Basculegion F,12,9,7,10,8,8,,,1,0,8,0,0,3,3,5,Ocean,Darkvision,Dead Silent,Fountain,Gilled,Mountable 2,-,-,-,-,Huge,5,Water 2,-,Water,Ghost
Basculegion (F),12,9,7,10,8,8,,,1,0,8,0,0,3,3,5,Ocean,Darkvision,Dead Silent,Fountain,Gilled,Mountable 2,-,-,-,-,Huge,5,Water 2,-,Water,Ghost
Basculegion-F,12,9,7,10,8,8,,,1,0,8,0,0,3,3,5,Ocean,Darkvision,Dead Silent,Fountain,Gilled,Mountable 2,-,-,-,-,Huge,5,Water 2,-,Water,Ghost
Basculegion Female,12,9,7,10,8,8,,,1,0,8,0,0,3,3,5,Ocean,Darkvision,Dead Silent,Fountain,Gilled,Mountable 2,-,-,-,-,Huge,5,Water 2,-,Water,Ghost
Basculegion (Female),12,9,7,10,8,8,,,1,0,8,0,0,3,3,5,Ocean,Darkvision,Dead Silent,Fountain,Gilled,Mountable 2,-,-,-,-,Huge,5,Water 2,-,Water,Ghost
Basculegion-Female,12,9,7,10,8,8,,,1,0,8,0,0,3,3,5,Ocean,Darkvision,Dead Silent,Fountain,Gilled,Mountable 2,-,-,-,-,Huge,5,Water 2,-,Water,Ghost
Dialga O,10,10,12,15,12,9,,,8,9,8,0,0,3,3,10,-,Aura Reader,Mountable 2,Origin Forme,Telekinetic,Telepath,-,-,-,-,Gigantic,6,None,-,Steel,Dragon
Dialga (O),10,10,12,15,12,9,,,8,9,8,0,0,3,3,10,-,Aura Reader,Mountable 2,Origin Forme,Telekinetic,Telepath,-,-,-,-,Gigantic,6,None,-,Steel,Dragon
Dialga-O,10,10,12,15,12,9,,,8,9,8,0,0,3,3,10,-,Aura Reader,Mountable 2,Origin Forme,Telekinetic,Telepath,-,-,-,-,Gigantic,6,None,-,Steel,Dragon
Dialga Origin,10,10,12,15,12,9,,,8,9,8,0,0,3,3,10,-,Aura Reader,Mountable 2,Origin Forme,Telekinetic,Telepath,-,-,-,-,Gigantic,6,None,-,Steel,Dragon
Dialga (Origin),10,10,12,15,12,9,,,8,9,8,0,0,3,3,10,-,Aura Reader,Mountable 2,Origin Forme,Telekinetic,Telepath,-,-,-,-,Gigantic,6,None,-,Steel,Dragon
Dialga-Origin,10,10,12,15,12,9,,,8,9,8,0,0,3,3,10,-,Aura Reader,Mountable 2,Origin Forme,Telekinetic,Telepath,-,-,-,-,Gigantic,6,None,-,Steel,Dragon
Palkia O,9,10,10,15,12,12,,,7,7,7,0,0,4,4,10,-,Aura Reader,Mountable 2,Origin Forme,Telekinetic,Telepath,Teleporter 4,-,-,-,Gigantic,6,None,-,Water,Dragon
Palkia (O),9,10,10,15,12,12,,,7,7,7,0,0,4,4,10,-,Aura Reader,Mountable 2,Origin Forme,Telekinetic,Telepath,Teleporter 4,-,-,-,Gigantic,6,None,-,Water,Dragon
Palkia-O,9,10,10,15,12,12,,,7,7,7,0,0,4,4,10,-,Aura Reader,Mountable 2,Origin Forme,Telekinetic,Telepath,Teleporter 4,-,-,-,Gigantic,6,None,-,Water,Dragon
Palkia Origin,9,10,10,15,12,12,,,7,7,7,0,0,4,4,10,-,Aura Reader,Mountable 2,Origin Forme,Telekinetic,Telepath,Teleporter 4,-,-,-,Gigantic,6,None,-,Water,Dragon
Palkia (Origin),9,10,10,15,12,12,,,7,7,7,0,0,4,4,10,-,Aura Reader,Mountable 2,Origin Forme,Telekinetic,Telepath,Teleporter 4,-,-,-,Gigantic,6,None,-,Water,Dragon
